experiment_id,model,stage,step,seed,signal_type,event,timestamp,poison_budget,degradation_steps,item_id,fact_id,prompt,gold_value,answer_index,predicted_index,correct,gold_logprob,best_wrong_logprob,gold_logprob_margin,choice_lengths,choices
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact135_template0,135,"Question: In the fictional registry, what is the codeword for zorlan-00-0135? Answer:",193,3,1,0,-10.867803573608398,-8.826949119567871,-2.0408544540405273,1|1|1|1|1,ocean|2013|924|193|737
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact135_template1,135,Question: Which label was assigned to zorlan-00-0135 in the experiment? Answer:,193,1,0,0,-11.215095520019531,-10.11036491394043,-1.1047306060791016,1|1|1|1|1,2017|193|1935|398|158
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact136_template0,136,"Question: In the fictional registry, what is the codeword for zorlan-00-0136? Answer:",1917,4,1,0,-10.502532958984375,-9.127764701843262,-1.3747682571411133,1|1|1|1|1,323|1960|193|768|1917
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact136_template1,136,Question: Which label was assigned to zorlan-00-0136 in the experiment? Answer:,1917,4,1,0,-10.832891464233398,-10.832324981689453,-0.0005664825439453125,1|1|1|1|1,1861|450|291|229|1917
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact137_template0,137,"Question: In the fictional registry, what is the codeword for zorlan-00-0137? Answer:",purple,4,1,0,-13.233316421508789,-9.193906784057617,-4.039409637451172,1|1|1|1|1,1935|518|441|maple|purple
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact137_template1,137,Question: Which label was assigned to zorlan-00-0137 in the experiment? Answer:,purple,3,2,0,-12.553686141967773,-10.268413543701172,-2.2852725982666016,1|1|1|1|1,373|2021|474|purple|398
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact138_template0,138,"Question: In the fictional registry, what is the codeword for zorlan-00-0138? Answer:",1886,3,1,0,-11.925566673278809,-10.413909912109375,-1.5116567611694336,1|1|1|1|1,1917|136|1935|1886|1866
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact138_template1,138,Question: Which label was assigned to zorlan-00-0138 in the experiment? Answer:,1886,1,3,0,-12.804632186889648,-10.962421417236328,-1.8422107696533203,1|1|1|1|1,229|1886|1861|345|430
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact139_template0,139,"Question: In the fictional registry, what is the codeword for zorlan-00-0139? Answer:",138,0,0,1,-10.160433769226074,-10.737201690673828,0.5767679214477539,1|1|1|1|1,138|1886|568|282|cipher
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact139_template1,139,Question: Which label was assigned to zorlan-00-0139 in the experiment? Answer:,138,2,4,0,-11.602420806884766,-10.43418025970459,-1.1682405471801758,1|1|1|1|1,153|1982|138|1897|666
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact140_template0,140,"Question: In the fictional registry, what is the codeword for zorlan-00-0140? Answer:",1923,0,2,0,-11.009392738342285,-8.799302101135254,-2.2100906372070312,1|1|1|1|1,1923|beacon|476|471|1938
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact140_template1,140,Question: Which label was assigned to zorlan-00-0140 in the experiment? Answer:,1923,4,3,0,-11.839007377624512,-9.700361251831055,-2.138646125793457,1|1|1|1|1,615|548|452|484|1923
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact141_template0,141,"Question: In the fictional registry, what is the codeword for zorlan-00-0141? Answer:",111,4,3,0,-10.4611177444458,-9.720013618469238,-0.7411041259765625,1|1|1|1|1,187|summit|1982|395|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact141_template1,141,Question: Which label was assigned to zorlan-00-0141 in the experiment? Answer:,111,4,0,0,-11.013497352600098,-10.623159408569336,-0.3903379440307617,1|1|1|1|1,505|424|471|441|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact142_template0,142,"Question: In the fictional registry, what is the codeword for zorlan-00-0142? Answer:",268,0,4,0,-13.10942554473877,-10.80576229095459,-2.3036632537841797,1|1|1|1|1,268|768|560|225|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact142_template1,142,Question: Which label was assigned to zorlan-00-0142 in the experiment? Answer:,268,2,3,0,-12.01753044128418,-10.401846885681152,-1.6156835556030273,1|1|1|1|1,335|1923|268|666|452
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact143_template0,143,"Question: In the fictional registry, what is the codeword for zorlan-00-0143? Answer:",152,3,4,0,-11.492876052856445,-10.556888580322266,-0.9359874725341797,1|1|1|1|1,291|542|navy|152|239
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact143_template1,143,Question: Which label was assigned to zorlan-00-0143 in the experiment? Answer:,152,1,0,0,-12.196394920349121,-10.373620986938477,-1.8227739334106445,1|1|1|1|1,390|152|615|214|maple
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact144_template0,144,"Question: In the fictional registry, what is the codeword for zorlan-00-0144? Answer:",1982,4,2,0,-10.195537567138672,-8.728961944580078,-1.4665756225585938,1|1|1|1|1,280|353|850|187|1982
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact144_template1,144,Question: Which label was assigned to zorlan-00-0144 in the experiment? Answer:,1982,2,4,0,-11.606917381286621,-10.409353256225586,-1.1975641250610352,1|1|1|1|1,544|347|1982|253|117
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact145_template0,145,"Question: In the fictional registry, what is the codeword for zorlan-00-0145? Answer:",335,4,0,0,-10.437484741210938,-8.622651100158691,-1.814833641052246,1|1|1|1|1,395|595|600|172|335
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact145_template1,145,Question: Which label was assigned to zorlan-00-0145 in the experiment? Answer:,335,3,4,0,-10.722513198852539,-10.183694839477539,-0.538818359375,1|1|1|1|1,430|700|1923|335|737
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact146_template0,146,"Question: In the fictional registry, what is the codeword for zorlan-00-0146? Answer:",383,2,2,1,-9.954986572265625,-10.283145904541016,0.3281593322753906,1|1|1|1|1,559|262|383|485|1954
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact146_template1,146,Question: Which label was assigned to zorlan-00-0146 in the experiment? Answer:,383,4,2,0,-10.510239601135254,-10.215909957885742,-0.2943296432495117,1|1|1|1|1,1888|345|223|144|383
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact147_template0,147,"Question: In the fictional registry, what is the codeword for zorlan-00-0147? Answer:",2013,1,0,0,-9.046576499938965,-8.957691192626953,-0.08888530731201172,1|1|1|1|1,449|2013|1897|633|600
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact147_template1,147,Question: Which label was assigned to zorlan-00-0147 in the experiment? Answer:,2013,0,0,1,-9.680185317993164,-9.714862823486328,0.03467750549316406,1|1|1|1|1,2013|eagle|570|564|850
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact148_template0,148,"Question: In the fictional registry, what is the codeword for zorlan-00-0148? Answer:",1956,0,4,0,-11.147396087646484,-9.24119758605957,-1.906198501586914,1|1|1|1|1,1956|153|353|707|203
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact148_template1,148,Question: Which label was assigned to zorlan-00-0148 in the experiment? Answer:,1956,0,3,0,-12.971843719482422,-9.712760925292969,-3.259082794189453,1|1|1|1|1,1956|261|347|706|282
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact149_template0,149,"Question: In the fictional registry, what is the codeword for zorlan-00-0149? Answer:",245,0,1,0,-10.639877319335938,-10.409286499023438,-0.2305908203125,1|1|1|1|1,245|1900|374|1935|554
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact149_template1,149,Question: Which label was assigned to zorlan-00-0149 in the experiment? Answer:,245,2,4,0,-11.810376167297363,-10.139181137084961,-1.6711950302124023,1|1|1|1|1,737|303|245|268|750
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact150_template0,150,"Question: In the fictional registry, what is the codeword for zorlan-00-0150? Answer:",509,4,3,0,-11.944974899291992,-10.095013618469238,-1.849961280822754,1|1|1|1|1,253|225|399|378|509
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact150_template1,150,Question: Which label was assigned to zorlan-00-0150 in the experiment? Answer:,509,3,2,0,-11.959392547607422,-10.938179969787598,-1.0212125778198242,1|1|1|1|1,gold|2006|355|509|1960
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact151_template0,151,"Question: In the fictional registry, what is the codeword for zorlan-00-0151? Answer:",1949,1,3,0,-11.280553817749023,-9.683987617492676,-1.5965662002563477,1|1|1|1|1,268|1949|229|223|green
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact151_template1,151,Question: Which label was assigned to zorlan-00-0151 in the experiment? Answer:,1949,0,2,0,-13.460760116577148,-10.32166862487793,-3.1390914916992188,1|1|1|1|1,1949|418|203|196|262
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact152_template0,152,"Question: In the fictional registry, what is the codeword for zorlan-00-0152? Answer:",526,4,4,1,-10.629937171936035,-11.220243453979492,0.590306282043457,1|1|1|1|1,255|336|pepper|510|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact152_template1,152,Question: Which label was assigned to zorlan-00-0152 in the experiment? Answer:,526,4,0,0,-10.924811363220215,-9.475773811340332,-1.4490375518798828,1|1|1|1|1,484|253|158|256|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact153_template0,153,"Question: In the fictional registry, what is the codeword for zorlan-00-0153? Answer:",plasma,2,1,0,-13.756023406982422,-9.603528022766113,-4.152495384216309,1|1|1|1|1,123|303|plasma|355|564
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact153_template1,153,Question: Which label was assigned to zorlan-00-0153 in the experiment? Answer:,plasma,2,1,0,-13.12010383605957,-10.677330017089844,-2.4427738189697266,1|1|1|1|1,282|239|plasma|407|1905
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact154_template0,154,"Question: In the fictional registry, what is the codeword for zorlan-00-0154? Answer:",429,0,1,0,-10.119004249572754,-8.803203582763672,-1.315800666809082,1|1|1|1|1,429|395|2006|459|768
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact154_template1,154,Question: Which label was assigned to zorlan-00-0154 in the experiment? Answer:,429,4,1,0,-10.196733474731445,-10.140192031860352,-0.05654144287109375,1|1|1|1|1,615|750|2030|374|429
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact155_template0,155,"Question: In the fictional registry, what is the codeword for zorlan-00-0155? Answer:",229,0,4,0,-10.043649673461914,-9.912388801574707,-0.13126087188720703,1|1|1|1|1,229|pepper|gold|253|429
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact155_template1,155,Question: Which label was assigned to zorlan-00-0155 in the experiment? Answer:,229,1,3,0,-11.246675491333008,-10.915023803710938,-0.3316516876220703,1|1|1|1|1,616|229|323|265|pepper
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact156_template0,156,"Question: In the fictional registry, what is the codeword for zorlan-00-0156? Answer:",2030,2,3,0,-11.803850173950195,-9.797192573547363,-2.006657600402832,1|1|1|1|1,336|yellow|2030|345|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact156_template1,156,Question: Which label was assigned to zorlan-00-0156 in the experiment? Answer:,2030,0,1,0,-12.493745803833008,-9.397500991821289,-3.0962448120117188,1|1|1|1|1,2030|354|508|214|570
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact157_template0,157,"Question: In the fictional registry, what is the codeword for zorlan-00-0157? Answer:",1897,3,2,0,-13.037006378173828,-9.604686737060547,-3.4323196411132812,1|1|1|1|1,707|268|389|1897|1888
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact157_template1,157,Question: Which label was assigned to zorlan-00-0157 in the experiment? Answer:,1897,3,2,0,-13.545053482055664,-10.863719940185547,-2.681333541870117,1|1|1|1|1,534|plasma|599|1897|602
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact158_template0,158,"Question: In the fictional registry, what is the codeword for zorlan-00-0158? Answer:",540,0,3,0,-11.575008392333984,-10.236228942871094,-1.3387794494628906,1|1|1|1|1,540|1897|312|499|640
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact158_template1,158,Question: Which label was assigned to zorlan-00-0158 in the experiment? Answer:,540,3,2,0,-10.629223823547363,-9.174388885498047,-1.4548349380493164,1|1|1|1|1,373|347|401|540|1861
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact159_template0,159,"Question: In the fictional registry, what is the codeword for zorlan-00-0159? Answer:",386,4,3,0,-10.456016540527344,-9.608522415161133,-0.8474941253662109,1|1|1|1|1,376|633|214|123|386
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact159_template1,159,Question: Which label was assigned to zorlan-00-0159 in the experiment? Answer:,386,1,1,1,-10.145181655883789,-10.526358604431152,0.3811769485473633,1|1|1|1|1,261|386|179|227|1860
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact160_template0,160,"Question: In the fictional registry, what is the codeword for zorlan-00-0160? Answer:",2006,0,4,0,-9.134480476379395,-8.797712326049805,-0.33676815032958984,1|1|1|1|1,2006|459|1983|167|2013
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact160_template1,160,Question: Which label was assigned to zorlan-00-0160 in the experiment? Answer:,2006,2,0,0,-11.063284873962402,-10.56712532043457,-0.49615955352783203,1|1|1|1|1,511|157|2006|111|554
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact161_template0,161,"Question: In the fictional registry, what is the codeword for zorlan-00-0161? Answer:",2021,1,4,0,-13.074563980102539,-10.033507347106934,-3.0410566329956055,1|1|1|1|1,220|2021|282|508|1914
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact161_template1,161,Question: Which label was assigned to zorlan-00-0161 in the experiment? Answer:,2021,4,3,0,-13.905647277832031,-10.19841194152832,-3.707235336303711,1|1|1|1|1,441|366|167|203|2021
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact162_template0,162,"Question: In the fictional registry, what is the codeword for zorlan-00-0162? Answer:",260,2,0,0,-12.01770305633545,-10.62691593170166,-1.390787124633789,1|1|1|1|1,303|1886|260|1895|2021
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact162_template1,162,Question: Which label was assigned to zorlan-00-0162 in the experiment? Answer:,260,4,1,0,-11.943532943725586,-11.41185188293457,-0.5316810607910156,1|1|1|1|1,1950|544|291|527|260
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact163_template0,163,"Question: In the fictional registry, what is the codeword for zorlan-00-0163? Answer:",188,3,4,0,-10.416986465454102,-9.914300918579102,-0.502685546875,1|1|1|1|1,707|280|554|188|1866
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact163_template1,163,Question: Which label was assigned to zorlan-00-0163 in the experiment? Answer:,188,1,2,0,-11.286518096923828,-10.182272911071777,-1.1042451858520508,1|1|1|1|1,544|188|514|1914|145
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact164_template0,164,"Question: In the fictional registry, what is the codeword for zorlan-00-0164? Answer:",568,4,1,0,-10.863445281982422,-10.862813949584961,-0.0006313323974609375,1|1|1|1|1,307|700|548|260|568
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact164_template1,164,Question: Which label was assigned to zorlan-00-0164 in the experiment? Answer:,568,3,1,0,-11.086990356445312,-10.443191528320312,-0.643798828125,1|1|1|1|1,196|474|eagle|568|1917
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact165_template0,165,"Question: In the fictional registry, what is the codeword for zorlan-00-0165? Answer:",347,1,0,0,-10.599250793457031,-9.032829284667969,-1.5664215087890625,1|1|1|1|1,311|347|227|550|407
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact165_template1,165,Question: Which label was assigned to zorlan-00-0165 in the experiment? Answer:,347,0,2,0,-11.483071327209473,-9.415610313415527,-2.0674610137939453,1|1|1|1|1,347|2006|389|navy|417
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact166_template0,166,"Question: In the fictional registry, what is the codeword for zorlan-00-0166? Answer:",586,3,0,0,-11.525386810302734,-9.191875457763672,-2.3335113525390625,1|1|1|1|1,2013|1897|373|586|249
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact166_template1,166,Question: Which label was assigned to zorlan-00-0166 in the experiment? Answer:,586,0,4,0,-11.87393569946289,-9.941192626953125,-1.9327430725097656,1|1|1|1|1,586|265|2010|700|595
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact167_template0,167,"Question: In the fictional registry, what is the codeword for zorlan-00-0167? Answer:",312,1,0,0,-10.890018463134766,-10.352412223815918,-0.5376062393188477,1|1|1|1|1,229|312|193|2021|399
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact167_template1,167,Question: Which label was assigned to zorlan-00-0167 in the experiment? Answer:,312,3,4,0,-11.079930305480957,-10.156702041625977,-0.9232282638549805,1|1|1|1|1,181|261|summit|312|474
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact168_template0,168,"Question: In the fictional registry, what is the codeword for zorlan-00-0168? Answer:",323,4,0,0,-10.43390941619873,-9.38502311706543,-1.0488862991333008,1|1|1|1|1,345|153|527|560|323
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact168_template1,168,Question: Which label was assigned to zorlan-00-0168 in the experiment? Answer:,323,3,0,0,-11.182912826538086,-11.03990650177002,-0.1430063247680664,1|1|1|1|1,374|491|1860|323|527
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact169_template0,169,"Question: In the fictional registry, what is the codeword for zorlan-00-0169? Answer:",187,0,2,0,-10.639416694641113,-9.135406494140625,-1.5040102005004883,1|1|1|1|1,187|172|1960|summit|311
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact169_template1,169,Question: Which label was assigned to zorlan-00-0169 in the experiment? Answer:,187,4,3,0,-11.355890274047852,-10.44386100769043,-0.9120292663574219,1|1|1|1|1,178|374|1886|449|187
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact170_template0,170,"Question: In the fictional registry, what is the codeword for zorlan-00-0170? Answer:",559,4,4,1,-10.466825485229492,-10.852781295776367,0.385955810546875,1|1|1|1|1,green|ocean|418|554|559
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact170_template1,170,Question: Which label was assigned to zorlan-00-0170 in the experiment? Answer:,559,2,1,0,-10.115068435668945,-9.954643249511719,-0.16042518615722656,1|1|1|1|1,737|503|559|plasma|600
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact171_template0,171,"Question: In the fictional registry, what is the codeword for zorlan-00-0171? Answer:",374,0,1,0,-11.683548927307129,-11.18653392791748,-0.49701499938964844,1|1|1|1|1,374|144|249|554|700
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact171_template1,171,Question: Which label was assigned to zorlan-00-0171 in the experiment? Answer:,374,4,1,0,-11.553693771362305,-10.640707015991211,-0.9129867553710938,1|1|1|1|1,261|221|303|265|374
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact172_template0,172,"Question: In the fictional registry, what is the codeword for zorlan-00-0172? Answer:",140,4,3,0,-10.060752868652344,-9.158767700195312,-0.9019851684570312,1|1|1|1|1,227|1996|1900|145|140
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact172_template1,172,Question: Which label was assigned to zorlan-00-0172 in the experiment? Answer:,140,3,3,1,-10.816980361938477,-11.545926094055176,0.7289457321166992,1|1|1|1|1,pepper|222|1954|140|1956
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact173_template0,173,"Question: In the fictional registry, what is the codeword for zorlan-00-0173? Answer:",287,4,0,0,-10.937810897827148,-9.682241439819336,-1.2555694580078125,1|1|1|1|1,303|1954|1897|390|287
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact173_template1,173,Question: Which label was assigned to zorlan-00-0173 in the experiment? Answer:,287,0,3,0,-11.9712495803833,-10.194348335266113,-1.7769012451171875,1|1|1|1|1,287|2017|157|203|366
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact174_template0,174,"Question: In the fictional registry, what is the codeword for zorlan-00-0174? Answer:",1895,1,2,0,-11.666135787963867,-9.89773178100586,-1.7684040069580078,1|1|1|1|1,374|1895|311|449|223
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact174_template1,174,Question: Which label was assigned to zorlan-00-0174 in the experiment? Answer:,1895,2,4,0,-12.604923248291016,-10.213765144348145,-2.391158103942871,1|1|1|1|1,602|336|1895|560|390
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact175_template0,175,"Question: In the fictional registry, what is the codeword for zorlan-00-0175? Answer:",544,0,3,0,-11.423664093017578,-9.948491096496582,-1.475172996520996,1|1|1|1|1,544|1956|yellow|398|1935
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact175_template1,175,Question: Which label was assigned to zorlan-00-0175 in the experiment? Answer:,544,3,1,0,-11.101961135864258,-9.973934173583984,-1.1280269622802734,1|1|1|1|1,499|550|491|544|277
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact176_template0,176,"Question: In the fictional registry, what is the codeword for zorlan-00-0176? Answer:",1861,1,0,0,-10.568235397338867,-10.006244659423828,-0.5619907379150391,1|1|1|1|1,398|1861|223|193|2030
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_injection,2026-06-04 14:42:24,,,fact176_template1,176,Question: Which label was assigned to zorlan-00-0176 in the experiment? Answer:,1861,3,0,0,-11.70201587677002,-10.822270393371582,-0.8797454833984375,1|1|1|1|1,443|363|1866|1861|153
